images,institutionCode,sex,preparations,eventDate,year,month,day,country,stateProvince,decimalLatitude,decimalLongitude,geodeticDatum,scientificName,scientificName,infraspecificEpithet
,NMV,,Egg | Dry,1894-10-07,1894,10,7,Australia,New South Wales,-29.57,152.78,EPSG:4326,Accipiter fasciatus fasciatus,Accipiter (Leucospiza) fasciatus fasciatus,fasciatus
,SAMA,,Egg clutch,3/10/1961,1961,10,3,Australia,South Australia,-35.2833,139.5667,EPSG:4326,"Accipiter fasciatus (Vigors & Horsfield, 1827)",Accipiter (Leucospiza) fasciatus,
"[""83639b31-48be-4e95-b92a-f79da92b9acd""]",NMV,,Egg | Dry,13/10/1929,1929,10,13,Australia,Victoria,-37,144.3,EPSG:4326,Accipiter novaehollandiae novaehollandiae,Accipiter (Leucospiza) novaehollandiae,novaehollandiae
,WAM,Unknown,Eggs,20/10/1935,1935,10,20,,,,,,,Accipiter (Leucospiza) fasciatus,
,SAMA,,Egg clutch,3/10/1956,1956,10,3,Australia,South Australia,-35.2667,139.4333,EPSG:4326,"Accipiter fasciatus (Vigors & Horsfield, 1827)",Accipiter (Leucospiza) fasciatus,
"[""357f3919-be43-4e12-9a91-8b581c86734a""]",NMV,,Egg | Dry,22/10/1935,1935,10,22,Australia,Victoria,-36.82,144.17,EPSG:4326,Accipiter fasciatus fasciatus,Accipiter (Leucospiza) fasciatus fasciatus,fasciatus
,QM,Male,Skin,11/10/1951,1951,10,11,Australia,Queensland,-27.316667,153.05,EPSG:4326,Accipiter fasciatus fasciatus,Accipiter (Leucospiza) fasciatus fasciatus,fasciatus
,NMV,Male,Skin | Dry,8/10/1911,1911,10,8,Australia,New South Wales,-33.53,149.92,EPSG:4326,Accipiter fasciatus fasciatus,Accipiter (Leucospiza) fasciatus fasciatus,fasciatus
,QVMAG,,skin,,1985,10,,Australia,Tasmania,-41.5,147.08332,EPSG:4326,Accipiter novaehollandiae,Accipiter (Leucospiza) novaehollandiae,
,ANWC,Not applicable,shell,1/10/1904,1904,10,,Australia,New South Wales,-31.5,145.8333,EPSG:4326,Accipiter novaehollandiae,Accipiter (Leucospiza) novaehollandiae,
,ANWC,Not applicable,shell,3/10/1956,1956,10,3,Australia,South Australia,,,,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
"[""3d1f2c15-1209-42d1-91f4-ffd79258c2d7""]",NMV,,Egg | Dry,1889-10-14,1889,10,14,Australia,Queensland,-23.9,149.5,EPSG:4326,Erythrotriorchis radiatus,Erythrotriorchis radiatus,
,NMV,Male,Skin | Dry,1898-10-20,1898,10,20,Australia,New South Wales,-30.32,152.72,EPSG:4326,Accipiter novaehollandiae novaehollandiae,Accipiter (Leucospiza) novaehollandiae,novaehollandiae
,MAGNT,,skin,28/10/1986,1986,10,28,Australia,Northern Territory,,,,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
"[""d7fed394-6ec5-4d23-b8e3-2fdcb1b9ae13""]",NMV,,Egg | Dry,1898-10-09,1898,10,9,Australia,New South Wales,-29.57,152.78,EPSG:4326,Accipiter novaehollandiae novaehollandiae,Accipiter (Leucospiza) novaehollandiae,novaehollandiae
,ANWC,female,skin,1/10/2009,2009,10,,Australia,New South Wales,-35.15,150.59,EPSG:4326,Accipiter novaehollandiae,Accipiter (Leucospiza) novaehollandiae,
,ANWC,Not applicable,shell,1/10/1944,1944,10,1,Australia,South Australia,-37.3833,140.8333,EPSG:4326,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
,ANWC,probably female,wing,14/10/2002,2002,10,14,Australia,Australian Capital Territory,-35.2167,149.1333,EPSG:4326,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
,ANWC,Not applicable,shell,18/10/1931,1931,10,18,Australia,Victoria,-37.95,145.8833,EPSG:4326,Accipiter novaehollandiae,Accipiter (Leucospiza) novaehollandiae,
,ANWC,Not applicable,shell,17/10/1919,1919,10,17,Australia,Tasmania,,,,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
,SAMA,,Egg clutch,19/10/1958,1958,10,19,Australia,South Australia,-35.4581,138.35,EPSG:4326,"Accipiter fasciatus (Vigors & Horsfield, 1827)",Accipiter (Leucospiza) fasciatus,
,ANWC,Not applicable,shell,30/10/1911,1911,10,30,Australia,Victoria,-37.8667,144.1667,EPSG:4326,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
,SAMA,,Egg clutch,10/10/1971,1971,10,10,Australia,New South Wales,-31.9,152.4833,EPSG:4326,"Accipiter fasciatus (Vigors & Horsfield, 1827)",Accipiter (Leucospiza) fasciatus,
,AM,,,11/10/1908,1908,10,11,Australia,Queensland,-23.716,149.666,EPSG:4326,"Accipiter fasciatus fasciatus (Vigors & Horsfield, 1827)",Accipiter (Leucospiza) fasciatus fasciatus,
,QVMAG,,dry,25/10/1975,1975,10,25,Australia,New South Wales,,,,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
,NMV,Female,Skin | Dry,4/10/1947,1947,10,4,Australia,Victoria,-37.65,145.52,EPSG:4326,Accipiter fasciatus fasciatus,Accipiter (Leucospiza) fasciatus fasciatus,fasciatus
"[""17b6ba56-3d23-4616-90da-773584929dcb""]",NMV,,Egg | Dry,10/10/1907,1907,10,10,Australia,New South Wales,-32.08,150.98,EPSG:4326,Accipiter fasciatus fasciatus,Accipiter (Leucospiza) fasciatus fasciatus,fasciatus
"[""3783d765-f8f7-4554-8fd4-ba8bbd06e1dc""]",NMV,,Egg | Dry,1899-10-17,1899,10,17,Australia,Western Australia,-31.78,116.68,EPSG:4326,Accipiter fasciatus fasciatus,Accipiter (Leucospiza) fasciatus fasciatus,fasciatus
,SAMA,,Egg clutch,19/10/1959,1959,10,19,Australia,South Australia,-35.2833,139.5667,EPSG:4326,"Accipiter fasciatus (Vigors & Horsfield, 1827)",Accipiter (Leucospiza) fasciatus,
,SAMA,,Egg clutch,1894-10-29,1894,10,29,,,,,,"Accipiter novaehollandiae (JF Gmelin, 1788)",Accipiter (Leucospiza) novaehollandiae,
,SAMA,,Egg clutch,27/10/1932,1932,10,27,Australia,Victoria,-36.15,147.4833,EPSG:4326,"Accipiter fasciatus (Vigors & Horsfield, 1827)",Accipiter (Leucospiza) fasciatus,
,ANWC,Not applicable,shell,15/10/1972,1972,10,15,Australia,Queensland,-18.8333,146.0667,EPSG:4326,Accipiter novaehollandiae,Accipiter (Leucospiza) novaehollandiae,
,ANWC,Not applicable,shell,26/10/1922,1922,10,26,Australia,Victoria,-37.0333,141.2833,EPSG:4326,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
,ANWC,Not applicable,shell,28/10/1928,1928,10,28,Australia,Victoria,-37.75,144.1667,EPSG:4326,Accipiter novaehollandiae,Accipiter (Leucospiza) novaehollandiae,
,WAM,Unknown,Eggs,1891-10-30,1891,10,30,Australia,Queensland,-23.7,149.75,EPSG:4326,,Accipiter (Leucospiza) fasciatus,
,NMV,Male,Skin | Dry,31/10/1910,1910,10,31,Australia,Queensland,-10.8,142.47,EPSG:4326,Accipiter novaehollandiae novaehollandiae,Accipiter (Leucospiza) novaehollandiae,novaehollandiae
,ANWC,male,skin,12/10/1996,1996,10,12,Australia,Northern Territory,-11.8517,130.9267,EPSG:4326,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
,ANWC,Not applicable,shell,8/10/1944,1944,10,8,Australia,South Australia,-37.5833,140.35,EPSG:4326,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
"[""130ef425-ca65-4264-9f28-249cec950e9c""]",NMV,,Egg | Dry,18/10/1909,1909,10,18,Australia,Queensland,-23.87,149.57,EPSG:4326,Accipiter fasciatus fasciatus,Accipiter (Leucospiza) fasciatus fasciatus,fasciatus
,ANWC,female,skin,23/10/2002,2002,10,23,Australia,Northern Territory,-12.42,131.2242,EPSG:4326,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
,ANWC,female,skin,26/10/1971,1971,10,26,Australia,Northern Territory,-12.8667,132.8333,EPSG:4326,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
,ANWC,Not applicable,shell,27/10/1934,1934,10,27,Australia,Tasmania,-43.1167,147.35,EPSG:4326,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
,ANWC,Not applicable,shell,8/10/1955,1955,10,8,Australia,South Australia,-35.3333,138.6833,EPSG:4326,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
,ANWC,Not applicable,shell,4/10/1903,1903,10,4,Australia,New South Wales,-33.3833,149.4833,EPSG:4326,Accipiter novaehollandiae,Accipiter (Leucospiza) novaehollandiae,
,NMV,Female,Skin | Dry,7/10/2003,2003,10,7,Australia,Victoria,-38.15,144.35,EPSG:4326,Accipiter fasciatus fasciatus,Accipiter (Leucospiza) fasciatus fasciatus,fasciatus
,ANWC,Not applicable,shell,30/10/1977,1977,10,30,Australia,New South Wales,,,,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
,AM,,,4/10/1906,1906,10,4,Australia,Queensland,-23.716,149.666,EPSG:4326,"Accipiter fasciatus fasciatus (Vigors & Horsfield, 1827)",Accipiter (Leucospiza) fasciatus fasciatus,
,ANWC,Not applicable,shell,6/10/1929,1929,10,6,Australia,Victoria,-37.75,144.1667,EPSG:4326,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
"[""3cabe371-734e-4475-a51e-3408772e74b6""]",NMV,,Egg | Dry,7/10/1939,1939,10,7,Australia,Western Australia,-33.93,118,EPSG:4326,Accipiter fasciatus fasciatus,Accipiter (Leucospiza) fasciatus fasciatus,fasciatus
,NMV,Male,Skin | Dry,2/10/1975,1975,10,2,Australia,Victoria,-37.78,145.07,EPSG:4326,Accipiter fasciatus fasciatus,Accipiter (Leucospiza) fasciatus fasciatus,fasciatus
"[""44f20550-8236-4d50-a8a3-ad0a5088b355""]",NMV,,Egg | Dry,1885-10-06,1885,10,6,Australia,Queensland,-23.9,149.5,EPSG:4326,Accipiter fasciatus fasciatus,Accipiter (Leucospiza) fasciatus fasciatus,fasciatus
,NMV,,,,1951,10,,Australia,New South Wales,-30.9,147.5,EPSG:4326,,Erythrotriorchis radiatus,
,SAMA,,Egg clutch,1896-10-01,1896,10,,Australia,South Australia,,,,"Accipiter fasciatus (Vigors & Horsfield, 1827)",Accipiter (Leucospiza) fasciatus,
,QVMAG,,dry,9/10/1972,1972,10,9,Australia,Queensland,-12.78332,143.33332,EPSG:4326,Accipiter    novaehollandiae,Accipiter (Leucospiza) novaehollandiae,
,ANWC,Not applicable,shell,15/10/1905,1905,10,15,Australia,Victoria,-37.6,141.4,EPSG:4326,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
,QM,,Egg(s),11/10/1960,1960,10,11,Australia,New South Wales,-29.05,152.016667,EPSG:4326,Accipiter fasciatus fasciatus,Accipiter (Leucospiza) fasciatus fasciatus,fasciatus
,ANWC,male,skin,11/10/2004,2004,10,11,Australia,Western Australia,-15.6772,127.8133,EPSG:4326,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
,ANWC,Not applicable,shell,31/10/1911,1911,10,31,Australia,Queensland,,,,Accipiter novaehollandiae,Accipiter (Leucospiza) novaehollandiae,
,ANWC,Not applicable,shell,29/10/1944,1944,10,29,Australia,South Australia,-37.5833,140.35,EPSG:4326,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
,ANWC,Not applicable,shell,4/10/1929,1929,10,4,Australia,Victoria,-37.8333,144.1833,EPSG:4326,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
,QVMAG,,dry,23/10/1937,1937,10,23,Australia,South Australia,-37.58332,140.35,EPSG:4326,Accipiter  fasciatus,Accipiter (Leucospiza) fasciatus,fasciatus
,NMV,Female,Skin | Dry,22/10/1910,1910,10,22,Australia,Queensland,-10.8,142.47,EPSG:4326,Accipiter novaehollandiae novaehollandiae,Accipiter (Leucospiza) novaehollandiae,novaehollandiae
,ANWC,Not applicable,shell,9/10/1932,1932,10,9,Australia,New South Wales,-30.9833,151.6,EPSG:4326,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
,QM,Male,Skeletal parts,17/10/1997,1997,10,17,Australia,Queensland,-25.266667,152.7,EPSG:4326,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
"[""67ecdd7e-8ab8-4dba-a4f9-1ec8795c73a6""]",NMV,,Egg | Dry,5/10/1913,1913,10,5,Australia,Western Australia,-35,117.4,EPSG:4326,Accipiter fasciatus fasciatus,Accipiter (Leucospiza) fasciatus fasciatus,fasciatus
,ANWC,Not applicable,shell,17/10/1932,1932,10,17,Australia,Victoria,-37.0333,141.2833,EPSG:4326,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
,ANWC,Not applicable,shell,17/10/1900,1900,10,17,Australia,New South Wales,-29.4833,152.6333,EPSG:4326,Accipiter novaehollandiae,Accipiter (Leucospiza) novaehollandiae,
,ANWC,Not applicable,shell,19/10/1984,1984,10,19,Australia,South Australia,-35.3333,138.6833,EPSG:4326,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
,NMV,,Egg | Dry,1894-10-07,1894,10,7,Australia,New South Wales,-29.57,152.78,EPSG:4326,Accipiter fasciatus fasciatus,Accipiter (Leucospiza) fasciatus fasciatus,fasciatus
,QM,,Egg(s),10/10/1962,1962,10,10,Australia,Queensland,-26.916667,150.416667,EPSG:4326,Accipiter fasciatus fasciatus,Accipiter (Leucospiza) fasciatus fasciatus,fasciatus
,ANWC,Not applicable,shell,15/10/1972,1972,10,15,Australia,Queensland,-18.8333,146.0667,EPSG:4326,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
"[""6c929e27-4cae-4c7a-a690-ae945a45ad87""]",NMV,,Egg | Dry,24/10/1910,1910,10,24,Australia,Queensland,-10.8,142.47,EPSG:4326,Accipiter novaehollandiae novaehollandiae,Accipiter (Leucospiza) novaehollandiae,novaehollandiae
,ANWC,male,skin,7/10/1974,1974,10,7,Australia,Northern Territory,-12.9833,132.475,EPSG:4326,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
"[""f4c58fa2-f818-4546-bbd2-33418d03df47""]",NMV,,Egg | Dry,28/10/1913,1913,10,28,Australia,Northern Territory,-16.07,136.3,EPSG:4326,Accipiter fasciatus didimus,Accipiter (Leucospiza) fasciatus didimus,didimus
,ANWC,Not applicable,shell,27/10/1919,1919,10,27,Australia,Tasmania,-42.8333,147.2833,EPSG:4326,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
,ANWC,Not applicable,shell,5/10/1958,1958,10,5,Australia,South Australia,-35.4667,138.8167,EPSG:4326,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
,ANWC,Not applicable,shell,6/10/1956,1956,10,6,Australia,Queensland,,,,Accipiter novaehollandiae,Accipiter (Leucospiza) novaehollandiae,
,ANWC,Not applicable,shell,2/10/1941,1941,10,2,Australia,South Australia,,,,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
,ANWC,Not applicable,shell,9/10/1953,1953,10,9,Australia,New South Wales,-28.9833,151.95,EPSG:4326,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
"[""20bcae10-4ba6-4565-ba91-959d5573f3e5""]",NMV,,Egg | Dry,11/10/1910,1910,10,11,Australia,Queensland,-10.8,142.47,EPSG:4326,Accipiter novaehollandiae novaehollandiae,Accipiter (Leucospiza) novaehollandiae,novaehollandiae
,QVMAG,,dry,20/10/1971,1971,10,20,Australia,New South Wales,-31.45,152.91666,EPSG:4326,Accipiter    novaehollandiae,Accipiter (Leucospiza) novaehollandiae,
,NMV,Female,Skin | Dry,28/10/1913,1913,10,28,Australia,Northern Territory,-16.07,136.3,EPSG:4326,Accipiter fasciatus didimus,Accipiter (Leucospiza) fasciatus didimus,didimus
,NMV,Male,Skin | Dry,1896-10-18,1896,10,18,Australia,New South Wales,-33.72,150.32,EPSG:4326,Accipiter novaehollandiae novaehollandiae,Accipiter (Leucospiza) novaehollandiae,novaehollandiae
,AM,,,4/10/1906,1906,10,4,Australia,Queensland,-23.716,149.666,EPSG:4326,"Accipiter fasciatus fasciatus (Vigors & Horsfield, 1827)",Accipiter (Leucospiza) fasciatus fasciatus,
,ANWC,Not applicable,shell,8/10/1944,1944,10,8,Australia,South Australia,-37.5833,140.35,EPSG:4326,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
,ANWC,Not applicable,shell,21/10/1956,1956,10,21,Australia,South Australia,,,,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
,SAMA,Male,Skin,1/10/1915,1915,10,,Australia,South Australia,-30.9844,138.5686,EPSG:4326,"Accipiter fasciatus (Vigors & Horsfield, 1827)",Accipiter (Leucospiza) fasciatus,
,ANWC,Not applicable,shell,23/10/1973,1973,10,23,Australia,Queensland,-12.75,143.2833,EPSG:4326,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
,ANWC,male,skin,13/10/2004,2004,10,13,Australia,Western Australia,-15.6772,127.8133,EPSG:4326,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
,ANWC,Not applicable,shell,10/10/1930,1930,10,10,Australia,Victoria,-37.75,144.1667,EPSG:4326,Accipiter novaehollandiae,Accipiter (Leucospiza) novaehollandiae,
,SAMA,,Egg clutch,1/10/1968,1968,10,1,Australia,South Australia,-35.3,140.6667,EPSG:4326,"Accipiter fasciatus (Vigors & Horsfield, 1827)",Accipiter (Leucospiza) fasciatus,
,ANWC,Not applicable,shell,4/10/1957,1957,10,4,Australia,South Australia,-35.3833,138.45,EPSG:4326,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
,ANWC,Not applicable,shell,21/10/1978,1978,10,21,Australia,Queensland,-28.0833,145.6167,EPSG:4326,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
,ANWC,Not applicable,shell,31/10/1964,1964,10,31,Australia,Queensland,-19.4667,147.0333,EPSG:4326,Accipiter novaehollandiae,Accipiter (Leucospiza) novaehollandiae,
,QM,Male,Skin,25/10/1987,1987,10,25,Canada,,,,,Accipiter gentilis atricapillus,Accipiter,atricapillus
,ANWC,Not applicable,shell,21/10/1944,1944,10,21,Australia,South Australia,-37.5833,140.35,EPSG:4326,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
,ANWC,Not applicable,shell,13/10/1973,1973,10,13,Australia,Queensland,-28.3167,146.1,EPSG:4326,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
,AM,,,17/10/1904,1904,10,17,Australia,New South Wales,-29.583,152.766,EPSG:4326,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
,NMV,Female,Skin | Dry,4/10/1913,1913,10,4,Australia,Western Australia,-35,117.4,EPSG:4326,Accipiter fasciatus fasciatus,Accipiter (Leucospiza) fasciatus fasciatus,fasciatus
,ANWC,Not applicable,shell,12/10/1937,1937,10,12,Australia,South Australia,-34.2167,140.4333,EPSG:4326,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
,SAMA,,Egg clutch,13/10/1957,1957,10,13,Australia,South Australia,-35.5936,138.5267,EPSG:4326,"Accipiter fasciatus (Vigors & Horsfield, 1827)",Accipiter (Leucospiza) fasciatus,
,ANWC,Not applicable,shell,15/10/1972,1972,10,15,Australia,New South Wales,,,,Accipiter novaehollandiae,Accipiter (Leucospiza) novaehollandiae,
,ANWC,Not applicable,shell,1/10/1945,1945,10,,Australia,Tasmania,-42.2,147.4,EPSG:4326,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
,ANWC,Not applicable,shell,4/10/1902,1902,10,4,Australia,New South Wales,,,,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
,QVMAG,,wet,15/10/2019,2019,10,15,Australia,Tasmania,-41.35,146.33332,EPSG:4326,Accipiter novaehollandiae,Accipiter (Leucospiza) novaehollandiae,
,AM,,,4/10/1906,1906,10,4,Australia,Queensland,-23.716,149.666,EPSG:4326,"Accipiter fasciatus fasciatus (Vigors & Horsfield, 1827)",Accipiter (Leucospiza) fasciatus fasciatus,
,QVMAG,,skin,20/10/1983,1983,10,20,Australia,Tasmania,-41.18332,146.35,EPSG:4326,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
,NMV,,Egg | Dry,1894-10-03,1894,10,3,Australia,Queensland,,,,"Accipiter fasciatus (Vigors & Horsfield, 1827)",Accipiter (Leucospiza) fasciatus,
"[""624cc25e-e48d-4080-a3bc-98d0034a79be""]",NMV,,Egg | Dry,1/10/1907,1907,10,1,Australia,South Australia,-33.73,139.77,EPSG:4326,Accipiter fasciatus fasciatus,Accipiter (Leucospiza) fasciatus fasciatus,fasciatus
,SAMA,,Egg clutch,1/10/1949,1949,10,1,Australia,Victoria,-35.2667,141.1833,EPSG:4326,"Accipiter fasciatus (Vigors & Horsfield, 1827)",Accipiter (Leucospiza) fasciatus,
,ANWC,Not applicable,shell,22/10/1950,1950,10,22,Australia,Tasmania,-42.2,147.4,EPSG:4326,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
,ANWC,Not applicable,shell,12/10/1976,1976,10,12,Australia,Queensland,-28.6333,145.8833,EPSG:4326,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
,ANWC,Not applicable,shell,15/10/1960,1960,10,15,Australia,South Australia,-35.35,138.8139,EPSG:4326,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
,QVMAG,,dry,20/10/1935,1935,10,20,Australia,Western Australia,-33.83332,117.15,EPSG:4326,Accipiter  fasciatus,Accipiter (Leucospiza) fasciatus,fasciatus
,ANWC,male,skin,17/10/1968,1968,10,17,Australia,Australian Capital Territory,-35.2222,149.1264,EPSG:4326,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
,ANWC,not recorded,skin,15/10/1973,1973,10,15,Papua New Guinea,,-6.8,146.8,EPSG:4326,Accipiter melanochlamys,Accipiter,
"[""30e7c70d-b2b0-4dc7-a4a5-85514f810f12""]",NMV,,Egg | Dry,22/10/1910,1910,10,22,Australia,Queensland,-10.8,142.47,EPSG:4326,Accipiter novaehollandiae novaehollandiae,Accipiter (Leucospiza) novaehollandiae,novaehollandiae
,ANWC,Not applicable,shell,4/10/1903,1903,10,4,Australia,Victoria,-38.0167,144.3667,EPSG:4326,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
,SAMA,,Egg clutch,1892-10-01,1892,10,,Australia,Tasmania,-42.0333,147.5,EPSG:4326,"Accipiter fasciatus (Vigors & Horsfield, 1827)",Accipiter (Leucospiza) fasciatus,
"[""0f286c83-5b5b-461d-a97d-fc67de8a5ab4""]",NMV,,Egg | Dry,16/10/1920,1920,10,16,Australia,Tasmania,-42.87,147.15,EPSG:4326,Accipiter novaehollandiae novaehollandiae,Accipiter (Leucospiza) novaehollandiae,novaehollandiae
,SAMA,,Egg clutch,24/10/1957,1957,10,24,Australia,South Australia,-35.3722,138.7122,EPSG:4326,"Accipiter fasciatus (Vigors & Horsfield, 1827)",Accipiter (Leucospiza) fasciatus,
,SAMA,,Egg clutch,16/10/1959,1959,10,16,Australia,South Australia,-35.5186,138.4917,EPSG:4326,"Accipiter fasciatus (Vigors & Horsfield, 1827)",Accipiter (Leucospiza) fasciatus,
,SAMA,,Egg clutch,4/10/1924,1924,10,4,Australia,South Australia,-35.1167,139.2,EPSG:4326,"Accipiter fasciatus (Vigors & Horsfield, 1827)",Accipiter (Leucospiza) fasciatus,
,SAMA,,Egg clutch,26/10/1930,1930,10,26,Australia,Victoria,-36.7667,144.2833,EPSG:4326,"Accipiter fasciatus (Vigors & Horsfield, 1827)",Accipiter (Leucospiza) fasciatus,
,NMV,Male,Skin | Dry,31/10/1913,1913,10,31,Australia,Queensland,,,,Accipiter fasciatus didimus,Accipiter (Leucospiza) fasciatus didimus,didimus
,ANWC,Not applicable,shell,6/10/1951,1951,10,6,Australia,South Australia,-32.4,137.2333,EPSG:4326,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
"[""0d0e057a-3bc6-456c-bb73-a878ef97d312""]",NMV,,Egg | Dry,9/10/1937,1937,10,9,Australia,Victoria,-34.5,141.98,EPSG:4326,Accipiter fasciatus fasciatus,Accipiter (Leucospiza) fasciatus fasciatus,fasciatus
,NMV,,,,1956,10,,Australia,New South Wales,-30.9,147.5,EPSG:4326,,Erythrotriorchis radiatus,
"[""bb36c3da-9ac8-4c50-a97a-92dbeec8a2a4""]",NMV,,Egg | Dry,1/10/1908,1908,10,1,Australia,Victoria,-35.47,143.27,EPSG:4326,Accipiter fasciatus fasciatus,Accipiter (Leucospiza) fasciatus fasciatus,fasciatus
,ANWC,Not applicable,shell,11/10/1945,1945,10,11,Australia,South Australia,-35.2528,139.5028,EPSG:4326,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
"[""2837eac8-db41-480c-98e0-66e6e8702acb""]",NMV,,Egg | Dry,29/10/1909,1909,10,29,Australia,Tasmania,-41.35,147.1,EPSG:4326,Accipiter fasciatus fasciatus,Accipiter (Leucospiza) fasciatus fasciatus,fasciatus
,ANWC,Not applicable,shell,31/10/1932,1932,10,31,Australia,Tasmania,-43.1167,147.35,EPSG:4326,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
,AM,,,30/10/1908,1908,10,30,Australia,Queensland,-23.716,149.666,EPSG:4326,"Accipiter fasciatus fasciatus (Vigors & Horsfield, 1827)",Accipiter (Leucospiza) fasciatus fasciatus,
,SAMA,,Egg clutch,25/10/1959,1959,10,25,Australia,South Australia,-35.5936,138.5267,EPSG:4326,"Accipiter fasciatus (Vigors & Horsfield, 1827)",Accipiter (Leucospiza) fasciatus,
,NMV,,Egg | Dry,18/10/1916,1916,10,18,Australia,Queensland,,,,Accipiter novaehollandiae novaehollandiae,Accipiter (Leucospiza) novaehollandiae,novaehollandiae
"[""0c741e9b-1ce2-42b6-9f00-ee12fafe47ab""]",NMV,,Egg | Dry,11/10/1973,1973,10,11,Australia,Victoria,-34.33,142,EPSG:4326,Accipiter fasciatus fasciatus,Accipiter (Leucospiza) fasciatus fasciatus,fasciatus
,ANWC,Not applicable,shell,8/10/1973,1973,10,8,Australia,Queensland,-12.75,143.2833,EPSG:4326,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
,ANWC,male,skin,28/10/1971,1971,10,28,Australia,Northern Territory,-12.8167,132.7333,EPSG:4326,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
,SAMA,,Egg clutch,13/10/1973,1973,10,13,Australia,South Australia,-35.2667,140.9167,EPSG:4326,"Accipiter fasciatus (Vigors & Horsfield, 1827)",Accipiter (Leucospiza) fasciatus,
,QVMAG,,dry,23/10/1932,1932,10,23,Australia,New South Wales,-31.7,151.56666,EPSG:4326,Accipiter novaehollandiae,Accipiter (Leucospiza) novaehollandiae,
,ANWC,Not applicable,shell,8/10/1944,1944,10,8,Australia,South Australia,-37.5833,140.35,EPSG:4326,Accipiter fasciatus,Accipiter (Leucospiza) fasciatus,
,SAMA,Female,Skin,1897-10-01,1897,10,,Australia,South Australia,-34.3833,137.6667,EPSG:4326,"Accipiter fasciatus (Vigors & Horsfield, 1827)",Accipiter (Leucospiza) fasciatus,
,ANWC,Not applicable,shell,1/10/1992,1992,10,,Australia,Tasmania,,,,Accipiter novaehollandiae,Accipiter (Leucospiza) novaehollandiae,
"[""d0db9b0b-46b6-496d-8922-2eae23554a19""]",NMV,,Egg | Dry,28/10/1910,1910,10,28,Australia,Queensland,-21.6,149.8,EPSG:4326,Accipiter novaehollandiae novaehollandiae,Accipiter (Leucospiza) novaehollandiae,novaehollandiae
,QM,,Egg(s),24/10/1915,1915,10,24,Australia,Queensland,-20.266667,148.716667,EPSG:4326,Accipiter fasciatus fasciatus,Accipiter (Leucospiza) fasciatus fasciatus,fasciatus
